Gene,Chromosome,Start,End
Bn8587,A07,2288424,4815032
Bn8588,A05,3882428,4647631
Bn8589,A07,1362895,3758027
Bn8590,A06,2992615,4182286
Bn8591,A01,3876258,4659385
Bn8592,A03,1420116,3292616
Bn8593,A02,4479683,4656996
Bn8594,A03,3279308,4697570
Bn8595,A06,2908948,2947497
Bn8596,A10,3913863,4791345
Bn8597,A02,1857830,4251584
Bn8598,A01,1361472,2780876
Bn8599,A06,1387929,3681947
Bn8600,A07,2369467,3691982
Bn8601,A06,4162110,4343040
Bn8602,A06,3461892,4901731
Bn8603,A02,1015157,2198036
Bn8604,A05,3302959,3580269
Bn8605,A09,3964349,4270563
Bn8606,A04,1691885,4921298
Bn8607,A04,4343926,4635685
Bn8608,A01,4647746,4691388
Bn8609,A05,3688619,4996655
Bn8610,A06,4927846,4938794
Bn8611,A03,1544043,3220842
Bn8612,A07,4781196,4829499
Bn8613,A02,3596465,4625251
Bn8614,A02,2029239,4866109
Bn8615,A04,2393179,3010218
Bn8616,A01,2162067,3665554
Bn8617,A03,3825707,4600179
Bn8618,A07,2782956,3499453
Bn8619,A06,3303911,4196507
Bn8620,A03,3078597,4130633
Bn8621,A09,4909227,4943645
Bn8622,A03,4368087,4769232
Bn8623,A02,1484444,1761533
Bn8624,A09,3343927,3461399
Bn8625,A03,4107343,4108691
Bn8626,A01,2647007,4363300
Bn8627,A01,4218647,4986495
Bn8628,A08,3991179,4696673
Bn8629,A03,3819821,4657499
Bn8630,A04,1443141,2384843
Bn8631,A06,3358911,4749827
Bn8632,A08,4039740,4820929
Bn8633,A08,3810600,4740928
Bn8634,A10,2741327,3306217
Bn8635,A03,2675805,3206305
Bn8636,A05,1381832,4857373
Bn8637,A04,3265309,4884313
Bn8638,A06,2589401,3252457
Bn8639,A07,2759841,2857099
Bn8640,A07,4510654,4606323
Bn8641,A07,3387550,3948782
Bn8642,A01,1482041,1582104
Bn8643,A03,3082691,4368236
Bn8644,A05,2866801,4795630
Bn8645,A01,2729198,4971740
Bn8646,A06,4495276,4881222
Bn8647,A03,4273389,4597564
Bn8648,A04,2942918,3229681
Bn8649,A08,3720997,4980912
Bn8650,A03,2911075,3275745
Bn8651,A09,2392416,2481739
Bn8652,A04,3052067,4268775
Bn8653,A07,4725013,4896461
Bn8654,A08,1220738,4220416
Bn8655,A03,2477686,3076920
Bn8656,A08,1708448,4724036
Bn8657,A09,1198813,2028092
Bn8658,A01,2085356,4657161
Bn8659,A06,3824598,4341892
Bn8660,A07,3155520,3484448
Bn8661,A03,1030322,1663811
Bn8662,A04,2180904,2900046
Bn8663,A05,4026411,4076652
Bn8664,A07,1921922,2055442
Bn8665,A07,2138578,4835955
Bn8666,A03,2494803,3861637
Bn8667,A05,2578101,4162738
Bn8668,A04,4564991,4857672
Bn8669,A10,3541030,4192423
Bn8670,A06,2717506,3157527
Bn8671,A08,2312451,4877503
Bn8672,A05,2410735,4388772
Bn8673,A07,3198821,4597604
Bn8674,A03,1645418,4852534
Bn8675,A05,4189369,4932588
Bn8676,A09,2848546,3488806
Bn8677,A06,2428358,2660717
Bn8678,A04,4578011,4704114
Bn8679,A07,4139347,4762714
Bn8680,A10,1751865,2357463
Bn8681,A02,4918698,4926307
Bn8682,A05,4305768,4697877
Bn8683,A01,2165849,2599739
Bn8684,A02,3801538,4483214
Bn8685,A08,1675759,4232707
Bn8686,A06,2647040,2909472
Bn8687,A01,2884852,4071766
Bn8688,A06,3332357,3831161
Bn8689,A06,2048359,2894752
Bn8690,A02,2382195,4225093
Bn8691,A08,1009623,1552187
Bn8692,A08,1829644,2651745
Bn8693,A03,1461836,2341125
Bn8694,A04,3005985,4292663
Bn8695,A05,4085589,4301927
Bn8696,A02,2791725,3654618
Bn8697,A07,1472076,3105188
Bn8698,A07,2094583,4864120
Bn8699,A04,4437069,4793753
Bn8700,A05,3647200,4231425
Bn8701,A06,1390570,4034548
Bn8702,A10,3836354,4460405
Bn8703,A06,2944617,4973617
Bn8704,A06,1092204,1313458
Bn8705,A02,4182653,4536253
Bn8706,A10,1687850,4367958
Bn8707,A08,2605981,4738842
Bn8708,A10,3173495,3955326
Bn8709,A07,3819542,3836817
Bn8710,A01,1949279,4300200
Bn8711,A03,2237907,4375289
Bn8712,A03,3806677,4066348
Bn8713,A03,2271612,4797662
Bn8714,A03,3448701,3842885
Bn8715,A02,1957808,2895603
Bn8716,A09,1761178,2589524
Bn8717,A06,1077996,1181582
Bn8718,A06,2327634,2730354
Bn8719,A05,4192880,4303866
Bn8720,A06,4379766,4477444
Bn8721,A09,2570329,4644449
Bn8722,A02,3501690,3779114
Bn8723,A07,3664065,4402997
Bn8724,A09,4843666,4880268
Bn8725,A09,2452526,3009251
Bn8726,A07,4796036,4899775
Bn8727,A04,2178660,2405104
Bn8728,A07,1127001,2024698
Bn8729,A02,2335071,2624157
Bn8730,A04,4214443,4347167
Bn8731,A05,4087111,4612779
Bn8732,A07,2619143,4851403
Bn8733,A08,2338999,3205066
Bn8734,A05,3690404,3951749
Bn8735,A08,3596127,4955077
Bn8736,A02,1905972,4753513
Bn8737,A07,4652671,4744336
Bn8738,A09,3914454,4171957
Bn8739,A05,3890627,4521135
Bn8740,A06,4373662,4647575
Bn8741,A10,2385767,3192935
Bn8742,A01,2928151,4386851
Bn8743,A06,2259219,4554952
Bn8744,A03,4230275,4276460
Bn8745,A01,4965739,4997454
Bn8746,A09,2896044,3978716
Bn8747,A05,3142289,3988992
Bn8748,A09,1223814,4435152
Bn8749,A09,1190436,3936100
Bn8750,A06,1588871,2242545
Bn8751,A02,1700885,3058272
Bn8752,A07,4452880,4832533
Bn8753,A06,1645641,2334821
Bn8754,A01,4403262,4530341
Bn8755,A08,4548259,4780201
Bn8756,A08,1086801,1116689
Bn8757,A04,1325417,4554548
Bn8758,A08,2073217,2665157
Bn8759,A05,3111347,4175062
Bn8760,A09,1937429,3978309
Bn8761,A01,3142004,4457236
Bn8762,A07,3727359,3953537
Bn8763,A09,2029453,2741515
Bn8764,A04,3910989,3963063
Bn8765,A08,2259675,4686985
Bn8766,A07,2429016,4880090
Bn8767,A01,2693962,3155027
Bn8768,A08,1849457,3613475
Bn8769,A02,3309206,4349030
Bn8770,A10,2883778,3848252
Bn8771,A03,2867847,3751747
Bn8772,A06,4736666,4896627
Bn8773,A03,3246597,4740837
Bn8774,A09,3501801,4705608
Bn8775,A04,1407660,3450071
Bn8776,A05,2476826,3166354
Bn8777,A01,2656948,3883758
Bn8778,A04,2682716,3070166
Bn8779,A09,1653485,3847861
Bn8780,A03,4927627,4937345
Bn8781,A09,3483961,3854059
Bn8782,A09,1502006,3388459
Bn8783,A09,2131681,4293725
Bn8784,A07,3739087,4869385
Bn8785,A05,4468879,4722884
Bn8786,A04,4607108,4931526
Bn8787,A05,3184301,4112574
Bn8788,A07,2359038,3590269
Bn8789,A03,1458116,2062898
Bn8790,A07,2486765,3260686
Bn8791,A07,2120391,2812400
Bn8792,A10,2506400,3787108
Bn8793,A08,2355668,3365148
Bn8794,A05,3480282,4032718
Bn8795,A01,4992373,4996828
Bn8796,A03,4755335,4908883
Bn8797,A08,4697540,4810258
Bn8798,A02,2874902,3195985
Bn8799,A03,1250649,4521524
Bn8800,A10,1071321,3998832
Bn8801,A05,4659856,4719562
Bn8802,A04,2465628,2644471
Bn8803,A02,1285502,4452936
Bn8804,A04,1087285,1853064
Bn8805,A10,1399050,2961832
Bn8806,A04,1375414,2024370
Bn8807,A09,1187712,4635269
Bn8808,A05,1270030,3678337
Bn8809,A10,2898891,3553212
Bn8810,A02,3498739,4718808
Bn8811,A10,3628522,4368678
Bn8812,A04,2756644,4324879
Bn8813,A08,2757960,3850072
Bn8814,A07,1659613,3853261
Bn8815,A04,4655165,4823767
Bn8816,A10,2840527,3641623
Bn8817,A09,3904525,4449792
Bn8818,A05,1624744,3551969
Bn8819,A06,4462612,4867661
Bn8820,A04,3041581,4938401
Bn8821,A05,2323882,3329272
Bn8822,A01,1826876,1886249
Bn8823,A08,3746998,4367680
Bn8824,A06,2661361,3789225
Bn8825,A04,4250460,4811165
Bn8826,A02,4454840,4747197
Bn8827,A02,2674896,4978754
Bn8828,A09,4406055,4900825
Bn8829,A03,4748556,4993799
Bn8830,A04,1766795,1830032
Bn8831,A07,3630635,4714911
Bn8832,A07,1121166,1258666
Bn8833,A06,1389468,4864713
Bn8834,A06,1132683,4507026
Bn8835,A02,3273990,4348629
Bn8836,A05,2972286,3941918
Bn8837,A08,4626068,4817532
Bn8838,A05,1835090,2013035
Bn8839,A06,2272180,2711756
Bn8840,A07,4163463,4784794
Bn8841,A02,2677002,4864717
Bn8842,A05,1794687,2347299
Bn8843,A04,1852547,4430921
Bn8844,A02,2111458,4029430
Bn8845,A05,4673033,4907910
Bn8846,A09,2722346,3660943
Bn8847,A04,3291681,4705364
Bn8848,A01,1866845,4705648
Bn8849,A05,1496249,2498431
Bn8850,A09,4301602,4454433
Bn8851,A10,1316421,4039559
Bn8852,A04,3792939,4778434
Bn8853,A10,4982997,4986657
Bn8854,A02,4520729,4631295
Bn8855,A07,4244757,4717610
Bn8856,A07,1658542,4360857
Bn8857,A08,2415323,3981708
Bn8858,A04,4740630,4863242
Bn8859,A04,2301200,3344278
Bn8860,A06,3017848,4920392
Bn8861,A01,2162885,4836314
Bn8862,A08,2807724,3525716
Bn8863,A04,4544396,4760111
Bn8864,A04,1695729,4209737
Bn8865,A09,3091219,3100106
Bn8866,A01,3305587,4196446
Bn8867,A01,2513827,3300725
Bn8868,A08,3785756,3894968
Bn8869,A09,1032890,4076252
Bn8870,A04,4450506,4974960
Bn8871,A01,3688250,3956117
Bn8872,A03,2577795,4087344
Bn8873,A07,1549731,4555166
Bn8874,A04,4177732,4399986
Bn8875,A04,3980853,4058336
Bn8876,A03,4219710,4385779
Bn8877,A06,2831775,4337690
Bn8878,A01,1623622,4697826
Bn8879,A08,4157662,4590056
Bn8880,A10,4738650,4878434
Bn8881,A05,3448200,4070562
Bn8882,A08,1311464,3337143
Bn8883,A08,3749608,4427944
Bn8884,A10,1496152,4708035
Bn8885,A06,2896921,3679654
Bn8886,A03,1839431,4163299
Bn8887,A02,4717054,4830014
Bn8888,A04,1366358,4014237
Bn8889,A07,4860620,4881981
Bn8890,A01,1166677,1572583
Bn8891,A01,2780907,3274488
Bn8892,A05,2529432,4714893
Bn8893,A03,1842211,1879877
Bn8894,A02,4340676,4985707
Bn8895,A02,1627899,3611735
Bn8896,A02,3200910,4851931
Bn8897,A03,3063456,3529877
Bn8898,A04,4869442,4931347
Bn8899,A07,2154110,4202958
Bn8900,A10,4053921,4195379
Bn8901,A02,3615783,4809870
Bn8902,A04,4075254,4206759
Bn8903,A08,1351285,2531579
Bn8904,A07,4161457,4760825
Bn8905,A01,4383936,4607754
Bn8906,A01,1148371,3410176
Bn8907,A01,3494350,3796815
Bn8908,A07,3719051,4820336
Bn8909,A10,4244475,4490084
Bn8910,A02,3542470,4331711
Bn8911,A05,3310158,4962448
Bn8912,A06,1345770,2384383
Bn8913,A02,3544462,4756509
Bn8914,A02,4103618,4867275
Bn8915,A10,3882958,4971024
Bn8916,A01,4499346,4751113
Bn8917,A01,3884010,4112711
Bn8918,A09,2838933,3644396
Bn8919,A07,4486629,4775330
Bn8920,A04,1716185,1925671
Bn8921,A02,1765094,4788594
Bn8922,A01,3962220,4085129
Bn8923,A02,1707522,1770422
Bn8924,A06,2910034,3294740
Bn8925,A03,2318763,4351275
Bn8926,A02,2069051,2453875
Bn8927,A07,2515681,4503849
Bn8928,A07,3083158,3422008
Bn8929,A01,1546467,4011003
Bn8930,A10,1700855,3734682
Bn8931,A01,1011457,1760309
Bn8932,A08,2208451,3747067
Bn8933,A04,2901793,3372849
Bn8934,A05,2106256,2419563
Bn8935,A08,4084108,4760155
Bn8936,A01,3713076,4495906
Bn8937,A10,1153045,2012998
Bn8938,A05,3493940,4070738
Bn8939,A04,1403423,3001420
Bn8940,A10,1414062,4916849
Bn8941,A09,4706253,4953987
Bn8942,A07,2319950,2817446
Bn8943,A04,3342019,4083467
Bn8944,A04,3698600,3956309
Bn8945,A10,4068060,4881518
Bn8946,A02,2399426,3208639
Bn8947,A03,2373014,3182955
Bn8948,A10,4741560,4935372
Bn8949,A01,2237872,2340925
Bn8950,A04,3990003,4651351
Bn8951,A02,3710557,4581929
Bn8952,A05,3282422,4508650
Bn8953,A05,2434250,3367268
Bn8954,A05,3109448,4209606
Bn8955,A05,2035732,4702856
Bn8956,A08,4410340,4911583
Bn8957,A10,1984981,2827987
Bn8958,A10,1357817,1961796
Bn8959,A02,4437945,4647407
Bn8960,A08,1780140,3619774
Bn8961,A08,4140968,4552468
Bn8962,A01,2407672,2693355
Bn8963,A02,2136236,4976657
Bn8964,A07,1727899,3269721
Bn8965,A09,4869051,4999363
Bn8966,A10,4491813,4752765
Bn8967,A03,2952038,4750499
Bn8968,A09,1195048,2536421
Bn8969,A05,4407309,4504471
Bn8970,A08,1936770,2525603
Bn8971,A07,4596235,4766478
Bn8972,A08,2187254,2726529
Bn8973,A09,1564133,4551527
Bn8974,A04,4682717,4845328
Bn8975,A08,4103755,4196997
Bn8976,A06,1997752,2534720
Bn8977,A09,1548740,4671316
Bn8978,A04,4036102,4728815
Bn8979,A01,2883967,4900568
Bn8980,A10,1462391,2596647
Bn8981,A07,4657973,4978611
Bn8982,A09,2814346,3876140
Bn8983,A10,3650120,4209301
Bn8984,A08,3171671,3978117
Bn8985,A06,1927109,3837823
Bn8986,A02,4766195,4800184
Bn8987,A04,1938095,4241925
Bn8988,A08,2782576,4182912
Bn8989,A10,3163180,4865875
Bn8990,A08,3276612,3693054
Bn8991,A05,3856069,4302956
Bn8992,A03,1640982,2881567
Bn8993,A10,2445910,3506684
Bn8994,A04,2578231,3307750
Bn8995,A10,4061356,4399631
Bn8996,A06,2987576,3665116
Bn8997,A03,4010717,4083515
Bn8998,A07,1666043,4996222
Bn8999,A06,1354981,1783965
Bn9000,A03,3952999,4909856
Bn9001,A10,3625467,4047257
Bn9002,A08,4642137,4976034
Bn9003,A02,2541118,3669632
Bn9004,A07,1338028,4407043
Bn9005,A09,3725556,4382554
Bn9006,A10,3053742,4792605
Bn9007,A03,1661223,2522533
Bn9008,A06,4291108,4880599
Bn9009,A02,1043784,1650867
Bn9010,A05,3235865,3331539
Bn9011,A01,4535467,4566884
Bn9012,A02,1905841,4284441
Bn9013,A08,3589321,3872304
Bn9014,A07,3902903,4444782
Bn9015,A03,4884792,4916801
Bn9016,A07,2732228,4496317
Bn9017,A01,2891701,4172499
Bn9018,A01,3976995,4393507
Bn9019,A01,3866997,4178069
Bn9020,A09,2613168,2636906
Bn9021,A05,2184291,4504555
Bn9022,A03,3258683,3974779
Bn9023,A02,2127313,3206343
Bn9024,A03,3158172,3161770
Bn9025,A08,1511874,3632254
Bn9026,A10,3220225,3912128
Bn9027,A07,2919637,4881175
Bn9028,A06,3557948,4211743
Bn9029,A03,4016407,4637390
Bn9030,A05,1486193,1802865
Bn9031,A05,4004633,4816754
Bn9032,A08,1916776,3298752
Bn9033,A07,3295778,4156901
Bn9034,A08,3381081,3505093
Bn9035,A08,4424077,4466057
Bn9036,A08,1237035,2594756
Bn9037,A02,2222819,2948575
Bn9038,A02,3015197,4703111
Bn9039,A03,4419540,4934495
Bn9040,A07,4157229,4345166
Bn9041,A01,2587467,4507791
Bn9042,A03,1343582,3440993
Bn9043,A07,4595234,4904799
Bn9044,A07,3300718,3421046
Bn9045,A07,3908319,4645259
Bn9046,A08,4331646,4350763
Bn9047,A01,2422087,4084454
Bn9048,A05,4840283,4939711
Bn9049,A01,1015005,1945557
Bn9050,A04,2459602,2821096
Bn9051,A03,4697877,4809354
Bn9052,A05,4122488,4341183
Bn9053,A03,3082197,3140963
Bn9054,A08,4936451,4993204
Bn9055,A10,2333652,2474144
Bn9056,A02,4917259,4952071
Bn9057,A09,3934825,4395123
Bn9058,A09,4722491,4931548
Bn9059,A05,1107966,1412219
Bn9060,A10,1845191,2212041
Bn9061,A05,2790421,3362226
Bn9062,A02,2092293,3210036
Bn9063,A10,4432668,4438376
Bn9064,A02,4757638,4775315
Bn9065,A01,3134657,4554925
Bn9066,A03,4142736,4873934
Bn9067,A07,3999341,4283506
Bn9068,A02,2660062,3203798
Bn9069,A03,2705913,2917349
Bn9070,A02,1452408,3838108
Bn9071,A10,2593534,3945806
Bn9072,A04,1883277,4760893
Bn9073,A04,3439934,4389701
Bn9074,A03,1477859,4019031
Bn9075,A01,3470990,4938802
Bn9076,A08,3569308,4114070
Bn9077,A08,3853798,4505709
Bn9078,A10,4824045,4866637
Bn9079,A01,3663113,4058706
Bn9080,A02,3845610,4631073
Bn9081,A10,3029560,3331000
Bn9082,A02,2079543,2299939
Bn9083,A02,3961663,4477498
Bn9084,A02,2086243,3020075
Bn9085,A05,1104973,4898681
Bn9086,A08,4883904,4947487
Bn9087,A05,3791268,4848258
Bn9088,A04,1406483,4031464
Bn9089,A03,3216723,3764113
Bn9090,A04,4099162,4483083
Bn9091,A09,3168546,4731535
Bn9092,A10,4710275,4778794
Bn9093,A08,4847170,4911800
Bn9094,A09,1608617,4603232
Bn9095,A01,1303148,1612106
Bn9096,A06,4897562,4929479
Bn9097,A03,2390605,3908799
Bn9098,A09,1687829,2429336
Bn9099,A06,3745943,4999876
Bn9100,A08,4819094,4967805
Bn9101,A08,2451039,3322327
Bn9102,A10,2617506,4929145
Bn9103,A02,3353348,3620768
Bn9104,A09,4363985,4506402
Bn9105,A10,1034105,2304237
Bn9106,A08,3169902,4070997
Bn9107,A08,1184255,2482249
Bn9108,A04,2478469,4155147
Bn9109,A02,2485243,2831078
Bn9110,A10,1069015,4418379
Bn9111,A08,1168995,4740841
Bn9112,A04,2604579,4743858
Bn9113,A08,4979871,4988098
Bn9114,A01,3038037,3080523
Bn9115,A09,3058775,4497944
Bn9116,A08,2619508,2798979
Bn9117,A08,4391887,4572564
Bn9118,A06,3907465,4639640
Bn9119,A08,1407077,4362728
Bn9120,A04,1477870,2296325
Bn9121,A10,4073234,4905860
Bn9122,A06,4670805,4944826
Bn9123,A07,1391594,4535302
Bn9124,A09,1879797,2472754
Bn9125,A08,2173786,2830372
Bn9126,A06,1564596,3710005
Bn9127,A03,3625790,3802331
Bn9128,A05,3730807,4636659
Bn9129,A09,4863540,4885341
Bn9130,A04,2216193,3989133
Bn9131,A07,2187272,3531121
Bn9132,A03,3689730,4165208
Bn9133,A10,1650534,2112502
Bn9134,A06,4954726,4979825
Bn9135,A03,4225600,4771880
Bn9136,A08,4559619,4990439
Bn9137,A04,3760021,3812817
Bn9138,A07,2996156,4799719
Bn9139,A04,3692439,3975576
Bn9140,A07,1490365,1606992
Bn9141,A04,2832950,2900840
Bn9142,A07,2583578,4842895
Bn9143,A09,2499463,2654664
Bn9144,A10,4670559,4846897
Bn9145,A09,3060361,4461417
Bn9146,A10,3875067,4000382
Bn9147,A05,2095400,3023255
Bn9148,A01,2369528,4992675
Bn9149,A09,2262923,3210248
Bn9150,A10,2523153,3468690
Bn9151,A08,1419065,3398030
Bn9152,A08,2665558,3783341
Bn9153,A05,4296388,4686253
Bn9154,A06,1731394,3889448
Bn9155,A08,4272196,4556931
Bn9156,A05,3269858,4027895
Bn9157,A06,1629825,4473319
Bn9158,A01,2974118,4934354
Bn9159,A06,1839043,4182297
Bn9160,A04,2292955,4667047
Bn9161,A09,1029194,1310382
Bn9162,A02,2186440,4381523
Bn9163,A01,1877539,3797290
Bn9164,A10,3365881,4419615
Bn9165,A06,3758408,4519907
Bn9166,A05,3015981,4880331
Bn9167,A01,2019835,4513049
Bn9168,A03,1855264,1870725
Bn9169,A01,1751655,4927538
Bn9170,A10,4526990,4876254
Bn9171,A03,3505132,4402739
Bn9172,A02,3515630,3922111
Bn9173,A03,4513290,4542881
Bn9174,A03,2456325,4779329
Bn9175,A02,3868152,4924624
Bn9176,A08,1983409,2666551
Bn9177,A01,4283804,4541578
Bn9178,A04,2784365,3984926
Bn9179,A01,4262941,4785521
Bn9180,A09,2497213,3699755
Bn9181,A07,1019447,4923959
Bn9182,A07,2413094,4386693
Bn9183,A01,2331251,3297763
Bn9184,A06,3105370,4896377
Bn9185,A02,1435981,1845517
Bn9186,A04,3196148,3910285
Bn9187,A03,2411191,4714094
Bn9188,A05,4093288,4774277
Bn9189,A04,4658093,4999675
Bn9190,A04,4365423,4522226
Bn9191,A09,3817017,4300613
Bn9192,A04,3114480,4263673
Bn9193,A10,1938934,3278215
Bn9194,A01,4307022,4919276
Bn9195,A09,4532290,4839693
Bn9196,A04,3541821,3543540
Bn9197,A09,3475372,3835952
Bn9198,A09,3269692,4161591
Bn9199,A04,3343111,4422336
Bn9200,A04,1784127,3893447
Bn9201,A04,4989851,4993786
Bn9202,A10,1367280,4495935
Bn9203,A10,2618297,4992901
Bn9204,A05,1575448,4816316
Bn9205,A08,3315571,4267964
Bn9206,A01,1446640,4625984
Bn9207,A06,3442923,3853031
Bn9208,A10,2944024,4150024
Bn9209,A02,2903407,3318912
Bn9210,A07,3194459,3892829
Bn9211,A08,2894432,4540523
Bn9212,A04,3758095,4059484
Bn9213,A07,2148799,3279967
Bn9214,A02,4207646,4840303
Bn9215,A09,2556823,3223264
Bn9216,A10,3489867,4567214
Bn9217,A07,2261767,2611732
Bn9218,A04,3781740,4372908
Bn9219,A05,4175148,4698254
Bn9220,A06,1887139,3354934
Bn9221,A02,3016674,3150774
Bn9222,A08,2982038,4881729
Bn9223,A01,2144097,2201315
Bn9224,A05,3402338,4734124
Bn9225,A01,4520590,4838243
Bn9226,A09,4248781,4610618
Bn9227,A09,2477270,3317434
Bn9228,A03,2001990,4543796
Bn9229,A04,1607692,3197317
Bn9230,A03,3874532,4463811
Bn9231,A06,3684691,4168957
Bn9232,A03,3776051,4639230
Bn9233,A07,3746965,4263965
Bn9234,A03,2721831,4285657
Bn9235,A03,1235019,4510913
Bn9236,A09,3047041,3229858
Bn9237,A05,4586640,4871789
Bn9238,A08,2600606,4494861
Bn9239,A10,2191122,2959732
Bn9240,A07,2597901,4178623
Bn9241,A01,1748079,4682319
Bn9242,A06,2020261,3430153
Bn9243,A08,4467283,4841684
Bn9244,A03,1976094,2333653
Bn9245,A10,2790962,4659210
Bn9246,A04,3282614,4899789
Bn9247,A06,1229676,3602318
Bn9248,A04,4413142,4729428
Bn9249,A10,1611068,3207250
Bn9250,A01,4142521,4617259
Bn9251,A03,3454332,4354317
Bn9252,A07,2129576,4012232
Bn9253,A06,3395319,3866456
Bn9254,A08,1298986,2937810
Bn9255,A01,4975188,4997677
Bn9256,A07,4007900,4824184
Bn9257,A08,2775501,4633909
Bn9258,A03,1233051,3182978
Bn9259,A02,2308605,2855527
Bn9260,A06,1249601,4627815
Bn9261,A09,1715159,1740223
Bn9262,A01,1921302,2274145
Bn9263,A07,3219994,3463997
Bn9264,A07,4043530,4357858
Bn9265,A04,1811948,2848962
Bn9266,A05,1656695,3197594
Bn9267,A01,3725627,3905438
Bn9268,A10,3291206,4395874
Bn9269,A04,2237892,2300937
Bn9270,A07,2129477,2210304
Bn9271,A05,1565268,3170993
Bn9272,A06,4852896,4903186
Bn9273,A05,4285848,4378324
Bn9274,A02,3540486,4365397
Bn9275,A05,4223783,4500374
Bn9276,A01,4403896,4966852
Bn9277,A05,3798869,3988662
Bn9278,A08,2640072,4723886
Bn9279,A02,1972376,3768640
Bn9280,A09,3544048,3889830
Bn9281,A08,1309969,4048305
Bn9282,A01,4610199,4668161
Bn9283,A09,4644848,4878101
Bn9284,A05,3345486,4512972
Bn9285,A10,2240133,2271411
Bn9286,A05,4223193,4668674
Bn9287,A10,3222549,4824881
Bn9288,A07,4483772,4827606
Bn9289,A03,1044646,3452121
Bn9290,A03,4447641,4887059
Bn9291,A01,2659033,3546134
Bn9292,A02,3211228,3498331
Bn9293,A02,4038602,4585304
Bn9294,A09,1299313,2291854
Bn9295,A07,3628868,4307829
Bn9296,A10,1314605,2507936
Bn9297,A05,4071200,4353820
Bn9298,A04,2518037,3190579
Bn9299,A10,3107782,4667291
Bn9300,A10,4124099,4797891
Bn9301,A04,2841168,4526311
Bn9302,A05,3541639,4915897
Bn9303,A09,4509368,4684113
Bn9304,A09,1440779,2195307
Bn9305,A03,3510007,4601722
Bn9306,A05,3765541,4079199
Bn9307,A09,3639167,4022793
Bn9308,A10,4658829,4834527
Bn9309,A08,2247766,4939483
Bn9310,A07,2354062,4172301
Bn9311,A03,1652629,1831829
Bn9312,A04,2487571,4007820
Bn9313,A03,4657890,4684953
Bn9314,A02,4650818,4686357
Bn9315,A10,1462997,3272605
Bn9316,A08,1512651,4672469
Bn9317,A05,1839606,3984760
Bn9318,A09,4918191,4979040
Bn9319,A09,2160467,2849405
Bn9320,A10,2564100,3750611
Bn9321,A06,1694431,4896013
Bn9322,A04,2897359,4445957
Bn9323,A01,2400371,4821434
Bn9324,A07,2957299,3061599
Bn9325,A01,4369884,4954747
Bn9326,A07,3107930,4364198
Bn9327,A02,2400977,3525961
Bn9328,A07,1785028,1888948
Bn9329,A04,4688572,4764480
Bn9330,A05,4397665,4759740
Bn9331,A10,2012733,3812989
Bn9332,A01,2244976,2802013
Bn9333,A02,4113381,4504762
Bn9334,A01,4853360,4944470
Bn9335,A02,3669193,4638037
Bn9336,A03,3033270,3419601
Bn9337,A03,3841953,4765149
Bn9338,A02,4136411,4673291
Bn9339,A10,3537232,4084432
Bn9340,A08,4245813,4534605
Bn9341,A07,4521371,4969097
Bn9342,A01,4274207,4948057
Bn9343,A09,2639294,4826553
Bn9344,A04,2144975,2722350
Bn9345,A01,3806965,4257212
Bn9346,A09,4432962,4648885
Bn9347,A02,1280870,1797432
Bn9348,A01,4997056,4998018
Bn9349,A07,4976766,4987159
Bn9350,A02,2879875,3013550
Bn9351,A06,1003386,1627333
Bn9352,A09,1832935,4993329
Bn9353,A09,4639518,4909779
Bn9354,A09,2505184,4889824
Bn9355,A09,4634041,4757217
Bn9356,A05,4346995,4540340
Bn9357,A03,1863071,2429364
Bn9358,A10,3490517,4020044
Bn9359,A06,2999421,4388727
Bn9360,A09,1017421,4399640
Bn9361,A06,2445815,3201679
Bn9362,A01,4752047,4923406
Bn9363,A06,3188597,4001752
Bn9364,A04,3317136,4876120
Bn9365,A04,1024026,4331344
Bn9366,A04,3440099,4356472
Bn9367,A10,3530981,4711811
Bn9368,A05,4375451,4702403
Bn9369,A09,2556084,2729583
Bn9370,A06,1159331,3557848
Bn9371,A09,4868860,4880545
Bn9372,A09,3745876,4155520
